"Open_Time","Open","High","Low","Close","Volume","Close_Time","Quote","Trades","Takers_Buy_Base","Takers_Buy_Quote","Ignore","Open_Timestamp","Close_Timestamp"
"1613692800000.0","9.55","30.0","9.55","18.934","10342605.312","1613779199999.0","191711395.690598","408439.0","5178596.733","96514899.874808","0.0","2021-02-19","2021-02-19 23:59:59.999000064"
"1613779200000.0","18.934","19.0","12.1","14.673","9194897.347","1613865599999.0","140820280.270732","330088.0","4072352.007","62700385.811153","0.0","2021-02-20","2021-02-20 23:59:59.999000064"
"1613865600000.0","14.611","18.894","14.1","16.645","8024148.278","1613951999999.0","134829352.447222","282980.0","4220137.947","71039523.529711","0.0","2021-02-21","2021-02-21 23:59:59.999000064"
"1613952000000.0","16.652","16.752","12.235","15.027","7186301.814","1614038399999.0","105325103.367343","226697.0","3320566.252","48796960.432072","0.0","2021-02-22","2021-02-22 23:59:59.999000064"
"1614038400000.0","15.056","15.099","9.66","12.744","9215981.581","1614124799999.0","110583805.652289","226396.0","4062870.191","48872723.85157","0.0","2021-02-23","2021-02-23 23:59:59.999000064"
"1614124800000.0","12.788","16.131","11.5","14.16","8049682.096","1614211199999.0","114975549.097969","221741.0","4035523.412","57844566.39983","0.0","2021-02-24","2021-02-24 23:59:59.999000064"
"1614211200000.0","14.16","14.844","11.51","11.652","4891170.49","1614297599999.0","65470560.993685","130627.0","2360341.069","31672908.683973","0.0","2021-02-25","2021-02-25 23:59:59.999000064"
"1614297600000.0","11.711","12.668","10.419","11.283","6141482.122","1614383999999.0","70847350.130374","141905.0","2787208.003","32241282.801315","0.0","2021-02-26","2021-02-26 23:59:59.999000064"
"1614384000000.0","11.283","12.369","10.359","10.652","4384904.732","1614470399999.0","49346170.716148","114355.0","1911170.706","21535622.108446","0.0","2021-02-27","2021-02-27 23:59:59.999000064"
"1614470400000.0","10.651","10.83","8.3","9.379","7659675.204","1614556799999.0","70688622.362664","148273.0","3399783.142","31441840.849996","0.0","2021-02-28","2021-02-28 23:59:59.999000064"
"1614556800000.0","9.379","13.499","9.346","13.11","15477911.356","1614643199999.0","187298347.976231","290304.0","7848271.159","95115102.669667","0.0","2021-03-01","2021-03-01 23:59:59.999000064"
"1614643200000.0","13.119","13.71","11.09","12.03","7556363.8","1614729599999.0","92334978.064934","148601.0","3597318.751","44105419.398852","0.0","2021-03-02","2021-03-02 23:59:59.999000064"
"1614729600000.0","12.047","13.48","11.794","12.599","6142304.901","1614815999999.0","78384295.700128","126758.0","3097733.583","39566093.928493","0.0","2021-03-03","2021-03-03 23:59:59.999000064"
"1614816000000.0","12.599","13.356","11.102","11.544","5671803.495","1614902399999.0","70189602.153449","119751.0","2615495.985","32461607.585218","0.0","2021-03-04","2021-03-04 23:59:59.999000064"
"1614902400000.0","11.543","11.755","10.6","11.094","4042764.769","1614988799999.0","44879510.71747","90043.0","1860201.476","20645731.58143","0.0","2021-03-05","2021-03-05 23:59:59.999000064"
"1614988800000.0","11.061","12.001","10.777","11.13","3035233.469","1615075199999.0","34179647.407413","69070.0","1285761.818","14508989.062229","0.0","2021-03-06","2021-03-06 23:59:59.999000064"
"1615075200000.0","11.113","12.2","10.904","11.678","3989422.665","1615161599999.0","46182260.538141","89173.0","1944756.439","22533242.089103","0.0","2021-03-07","2021-03-07 23:59:59.999000064"
"1615161600000.0","11.668","11.944","11.021","11.936","3755272.977","1615247999999.0","43122934.016437","84341.0","1755729.562","20149513.138864","0.0","2021-03-08","2021-03-08 23:59:59.999000064"
"1615248000000.0","11.935","14.691","11.654","14.201","7557254.891","1615334399999.0","99803058.995259","198820.0","3808736.411","50368079.38304","0.0","2021-03-09","2021-03-09 23:59:59.999000064"
"1615334400000.0","14.2","14.388","12.501","12.745","6093463.419","1615420799999.0","81229080.988079","156782.0","2799073.598","37244686.623234","0.0","2021-03-10","2021-03-10 23:59:59.999000064"
"1615420800000.0","12.743","13.666","12.059","12.333","5256734.701","1615507199999.0","66318845.880359","132295.0","2506561.912","31622104.218104","0.0","2021-03-11","2021-03-11 23:59:59.999000064"
"1615507200000.0","12.327","12.387","10.502","11.018","5511411.903","1615593599999.0","63339516.441357","122398.0","2251564.814","25881746.027677","0.0","2021-03-12","2021-03-12 23:59:59.999000064"
"1615593600000.0","11.017","11.917","10.625","11.373","4392455.419","1615679999999.0","49882417.898934","106124.0","1954262.048","22230402.437114","0.0","2021-03-13","2021-03-13 23:59:59.999000064"
"1615680000000.0","11.373","11.42","10.61","10.935","3259831.483","1615766399999.0","35989924.977792","77588.0","1357123.593","14992267.135699","0.0","2021-03-14","2021-03-14 23:59:59.999000064"
"1615766400000.0","10.92","11.048","9.6","9.973","7731331.164","1615852799999.0","79685991.762402","142203.0","3529226.943","36431510.807994","0.0","2021-03-15","2021-03-15 23:59:59.999000064"
